Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,10.550590794594667
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,28,18,155,10.343837062497794
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,10.493078144937773
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,10.562690077043136
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Large,Sedan,29,20,155,10.67509927304084
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,10.375520371582963
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,10.622911456174293
Mitsubishi,Lancer Evolution,2013,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,10.542574456246129
Mitsubishi,Lancer Evolution,2013,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,23,17,436,10.45435086333365
Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,10.55045989597546
Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,23,17,436,10.46296047312364
Mitsubishi,Lancer Evolution,2015,premium unleaded (required),303.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,436,10.545209851103886
Mitsubishi,Lancer Evolution,2015,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,23,17,436,10.448569664980209
Mitsubishi,Lancer Evolution,2015,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,10.571188711764599
Mitsubishi,Lancer Sportback,2012,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,9.968572799192062
Mitsubishi,Lancer Sportback,2012,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,9.819834167538875
Mitsubishi,Lancer Sportback,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,9.825255704266555
Mitsubishi,Lancer Sportback,2013,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,9.975575628930383
Mitsubishi,Lancer Sportback,2014,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,436,9.996294602122335
Mitsubishi,Lancer Sportback,2014,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,24,436,9.830648006359171
Mitsubishi,Lancer,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,25,436,9.763938087586043
Mitsubishi,Lancer,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Performance,Compact,Sedan,25,18,436,10.291976036437175
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,22,436,9.93280360687018
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,30,23,436,9.980217085394802
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,29,22,436,9.952039593118293
Mitsubishi,Lancer,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,26,436,9.814383077453307
Mitsubishi,Lancer,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,35,27,436,9.830648006359171
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,9.952039593118293
Mitsubishi,Lancer,2016,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,24,436,9.775370049755686
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,31,24,436,10.064542911536916
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,31,22,436,10.021048341275273
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,9.90323752128092
Mitsubishi,Lancer,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,31,23,436,9.99857043378282
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,9.918129829272997
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,9.95679132455844
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,27,436,9.841346155998279
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,436,9.786672797944293
Mitsubishi,Lancer,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,30,23,436,10.00310661756484
Toyota,Land Cruiser,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,11.291717539123773
Toyota,Land Cruiser,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,11.33648657133443
Toyota,Land Cruiser,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,2031,11.342433659929851
Maybach,Landaulet,2011,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Convertible,16,10,67,14.137594057133388
Maybach,Landaulet,2012,premium unleaded (required),620.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Convertible,16,10,67,14.139584827856924
Plymouth,Laser,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,535,7.600902459542082
Plymouth,Laser,1992,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,19,535,7.600902459542082
Plymouth,Laser,1992,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,26,19,535,7.600902459542082
Plymouth,Laser,1992,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,7.600902459542082
Plymouth,Laser,1993,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,7.600902459542082
Plymouth,Laser,1993,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,26,19,535,7.600902459542082
Plymouth,Laser,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,535,7.600902459542082
Plymouth,Laser,1993,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,19,535,7.600902459542082
Plymouth,Laser,1994,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,7.600902459542082
Plymouth,Laser,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,535,7.600902459542082
Plymouth,Laser,1994,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,26,19,535,7.600902459542082
Plymouth,Laser,1994,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,19,535,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,26,17,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,26,18,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,UNKNOWN,front wheel drive,2.0,,Compact,Coupe,26,21,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,24,17,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,UNKNOWN,front wheel drive,2.0,,Compact,Convertible,24,18,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,26,18,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,26,21,1013,7.600902459542082
Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,18,1013,7.600902459542082
Chrysler,Le Baron,1994,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,18,1013,7.600902459542082
Chrysler,Le Baron,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,24,18,1013,7.600902459542082
Chrysler,Le Baron,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,26,18,1013,7.600902459542082
Chrysler,Le Baron,1995,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,18,1013,7.600902459542082
Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,25,210,7.600902459542082
Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,27,210,7.600902459542082
Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,27,210,7.600902459542082
Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,24,210,7.600902459542082
Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,26,210,7.600902459542082
Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,26,210,7.600902459542082
Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,26,210,7.600902459542082
Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,34,24,210,7.600902459542082
Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,26,210,7.600902459542082
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.463674605839843
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.373491181781864
Nissan,Leaf,2014,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.274361215874674
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.376611309118108
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.466526047749053
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.27539587711545
Nissan,Leaf,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.373491181781864
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,126,2009,10.27539587711545
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,124,2009,10.439980923050696
Nissan,Leaf,2016,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101,124,2009,10.51298134809882
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.184711314926863
Subaru,Legacy,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28,20,640,10.295360707124825
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.19597058192895
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.064542911536916
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,9.99857043378282
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.077230753555211
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,9.98483709823245
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,9.987139125031739
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.19783486285667
Subaru,Legacy,2016,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29,20,640,10.307117644698563
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.079329830732325
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.000841097792039
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.208948146339551
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,10.091832598307642
Subaru,Legacy,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28,20,640,10.36217742188159
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,10.085600754292345
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,9.99857043378282
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,10.165659490817816
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,34,25,640,10.269518591398885
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,15,204,7.600902459542082
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,16,204,7.630461261783627
Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,15,204,7.621684998724611
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,16,204,7.600902459542082
Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,15,204,7.600902459542082
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204,7.687538766201629
Acura,Legend,1994,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,16,204,7.614805364711073
Acura,Legend,1994,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22,17,204,7.631916513071252
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,16,204,7.633369649679584
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204,7.776535028185241
Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22,17,204,7.764720544771477
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204,7.826443135456014
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204,7.725330037917135
Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22,17,204,7.670428522190693
Acura,Legend,1995,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23,16,204,7.666221925662725
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,16,204,7.633369649679584
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,155,10.152103899823368
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,17,155,10.355199911809612
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,10.167389096322506
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,10.376143910184616
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,10.193354735893246
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,27,18,155,10.385450631617017
Maserati,Levante,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,High-Performance",Large,4dr SUV,19,14,238,11.326595886778735
Maserati,Levante,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,20,14,238,11.184421397998193
Lexus,LFA,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,454,12.834681304952548
Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,7.600902459542082
Chrysler,LHS,2000,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,7.643482907077201
Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,10.263955294713556
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,640,7.600902459542082
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,29,22,640,7.600902459542082
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Wagon,26,21,640,7.600902459542082
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Sedan,26,21,640,7.600902459542082
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,640,7.600902459542082
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Wagon,26,21,640,7.600902459542082
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,29,22,640,7.600902459542082
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Sedan,26,21,640,7.600902459542082
Subaru,Loyale,1994,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Wagon,26,21,640,7.600902459542082
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.502324053624832
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.63344870621879
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.568749529606537
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.507803519389457
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.573877745973457
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.638256407786892
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.507803519389457
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.573877745973457
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24,17,258,10.638256407786892
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,10.78983440803721
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,10.897202181375087
Land Rover,LR3,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,258,10.735853049472523
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,10.81376021208472
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,11.00043178410354
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,10.907789161732996
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,11.145897108952004
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,11.012050172057405
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,10.82774645405946
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,14,258,10.920528187510426
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,10.82774645405946
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,10.920528187510426
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,11.012050172057405
Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,17,454,8.344505083590521
Lexus,LS 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,454,8.424200324567073
Lexus,LS 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,454,8.524168805152662
Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,10.921883507347436
Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,10.937116776827516
Lexus,LS 430,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,10.94243829714617
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,11.318187138161186
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,454,11.344506813345266
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,11.274922050748994
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,454,11.191617664868787
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,11.231424251593529
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,11.379394072345706
Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23,16,454,11.231424251593529
