battery,camera,display,memory,name,price,processor,rating,reviews,warranty,logprice
2500 mAh Li-Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Lava P7+ (Grey, 8 GB)",3999,Mediatek MTK6580 Quad Core 1.3GHz Processor,3.8,495 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.293799608846818
5000 mAh Battery,16MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Blue, 64 GB)",11999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"26,353 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,9.392578591964389
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Black, 16 GB)",6499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"67,674 Reviews",Dual Nano SIM slots and Memory Card Slot,8.77940359789435
3750 mAh Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Honor Play (Midnight Black, 64 GB)",25999,Kirin 970 AI Processor,4.5,386 Reviews,1 Year Warranty,10.165813354725493
3380 mAh Battery,8MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Lava Z62 (Space Blue, 16 GB)",5549,MTK 6761 Processor,4.2,44 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.621373010325902
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme Me8 pro (Blue, 16 GB)",5499,Quad Core Processor,3.4,1 Reviews,3 Month,8.612321536507814
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme Me8 pro (Gold, 16 GB)",5499,Quad Core Processor,3.4,1 Reviews,3 Month,8.612321536507814
2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Itel A44 Pro (Blue, 16 GB)",5090,1 Year Manufacturer Warranty,4.3,12 Reviews,,8.53503310954457
3260 mAh Battery,13MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V9 Pro (Black, 64 GB)",17990,Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor,4.5,"2,949 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.79757132694458
3260 mAh Battery,13MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V9 Pro (Nebula Purple, 64 GB)",17990,Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor,4.5,"2,949 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.79757132694458
3400 mAh Battery,16MP Rear Camera | 25MP Front Camera,15.82 cm (6.23 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F7 (Black, 128 GB)",14990,MTK P60 Octa Core 2.0 GHz Processor,4.5,380 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.615138591096644
5000 mAh Battery,13MP Rear Camera,16.0 cm (6.3 inch) Display,3 GB RAM | 64 GB ROM,"Vivo Y12 (BURGUNDY RED, 64 GB)",11699,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,"1,210 Reviews",,9.367258647047601
4000 mAh Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Karbonn Aura Power 4G+ (Champagne, 16 GB)",3599,Mediatek Processor,4.0,53 Reviews,1 YearManufacturer Warranty,8.188411308079031
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"POCO F1 (Rosso Red, 128 GB)",18999,Qualcomm Snapdragon 845 Processor,4.5,"29,900 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.85214162518454
2800 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Intex Aqua Lions X1 (Black, 16 GB)",4999,MT6737 Processor,3.7,24 Reviews,Brand Warranty of 1 Year,8.51699317141357
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 (Neon Purple, 128 GB)",22999,1 year manufacturer warranty,,,,10.043206015705211
3500 mAh Battery,13MP Rear Camera,15.24 cm (6 inch) Display,3 GB RAM | 32 GB ROM,"Nokia 3.1 Plus (Baltic, 32 GB)",10999,1 Year Warranty,4.2,457 Reviews,,9.305559638557117
5000 mAh Lithium-ion Battery,108 MP + 48 MP + 12 MP + VGA Depth Camera | 40MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,12 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20 Ultra (Cosmic Gray, 128 GB)",97999,Exynos 990 Processor,4.3,16 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,11.492712553519015
3500 mAh Battery,13MP + 5MP + 5MP,15.21 cm (5.99 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,"Gome C7 Note (Gold, 32 GB)",4990,1ear,4.1,2 Reviews,,8.515191188745565
2400 mAh Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) Display,2 GB RAM | 16 GB ROM,"Itel A41 Plus (Moca Gold, 16 GB)",4999,1 Year Brand Warranty,3.8,5 Reviews,,8.51699317141357
3340 mAh Battery,16MP + 2MP | 13MP + 2MP Dual Front Camera,14.99 cm (5.9 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Honor 9i (Aurora Blue, 64 GB)",19999,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,4.3,"10,408 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9.903437551286085
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Purple, 16 GB)",7490,Qualcomm Snapdragon 450 Processor,4.4,"2,389 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.921324076511265
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,"Nokia 2.2 (Steel, 32 GB)",6699,MediaTek Helio A22 Processor,3.9,288 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,8.809713540508268
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"OPPO A83 (Champagne, 16 GB)",9490,MT6763T Processor,4.2,36 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.157993891603974
3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,8 GB RAM | 512 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 (Prism White, 512 GB)",63400,Exynos 9 9820 Processor,4.6,175 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11.057219140425318
2500 mAh Battery,13MP Rear Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Forme R7 (Red&Black, 16 GB)",3999,Mediatek MTK6737 Quad-core Processor,3.6,34 Reviews,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,8.293799608846818
3400 mAh Battery,16MP Rear Camera | 25MP Front Camera,15.82 cm (6.23 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F7 (Red, 128 GB)",19990,MTK P60 Octa Core 2.0 GHz Processor,4.5,380 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.902987427494446
3600 mAh Battery,8MP + 8MP | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Honor 6 Plus (Black, 32 GB)",26499,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,3.9,169 Reviews,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",10.184862275413241
3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 (Prism Blue, 128 GB)",57800,Exynos 9 9820 Processor,4.6,175 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.96474405466047
3000 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Nokia 6.1 (Gold, Blue, 32 GB)",8999,Qualcomm Snapdragon 630 Processor,4.2,"3,457 Reviews",Brand Warranty of 1 Year Available for Mobile,9.104868739033948
5000 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,6 GB RAM | 128 GB ROM,"Samsung Galaxy M30 (Gradation Black, 128 GB)",15900,12 Months,4.3,26 Reviews,,9.674074388208323
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Carbon Grey, 64 GB)",15999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",Dual Nano SIM Slot and Memory Card Slot,9.680281499268713
2630 mAh Battery,8MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128,"Nokia 3 (Tempered Blue, 16 GB)",5290,MTK 6737 Processor,3.9,"1,301 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.573573524852344
3500 mAh Battery,32MP Rear Camera,16.0 cm (6.3 inch) Display,6 GB RAM | 128 GB ROM,"Samsung Galaxy M40 (Seawater Blue, 128 GB)",16489,1 Year Warranty,4.2,52 Reviews,,9.710448770900967
2500 mAh Lithium Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"XOLO ERA 1X Pro (Gold, 16 GB)",4761,Spreadtrum Processor,3.8,798 Reviews,Brand Warranty of 1 Year,8.46821300919452
3100 mAh Battery,13MP Rear Camera | 16MP Front Camera,13.21 cm (5.2 inch) HD Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee S10 Lite (Gold, 32 GB)",6799,Qualcomm Snapdragon MSM8920 Processor,4.1,102 Reviews,Brand Warranty of 1 Year on Mobile,8.82453082152646
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"Voto V2 (Rose Gold, 16 GB)",4199,Spreadtrum SC9832 Cortex A7 Processor,3.5,559 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.342601680684194
1750 mAh Battery,5MP Rear Camera | 5MP Front Camera,11.43 cm (4.5 inch) Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Karbonn A9 Indian 4G VoLTE (White & Champagne, 8 GB)",3099,1 Year Brand Warranty on Handset,3.5,619 Reviews,,8.038834757787749
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"LG K9 4G LTE (Black, 16 GB)",4999,Qualcomm Snapdragon Quad core Processor,4.0,145 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.51699317141357
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 32 GB ROM,"Voto V2i (Rose Gold, 32 GB)",5124,Spreadtrum SC9832 Cortex A7 Processor,3.6,96 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.541690663016626
3260 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo Y81 (Black, 32 GB)",12950,MT6762 (Helio P22) Processor,4.3,197 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.468851067127684
3200 mAh Battery,13MP Rear Camera | 16MP Front Camera,15.24 cm (6 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO F5 Youth (Black, 32 GB)",6490,MT6763T Processor,4.3,"1,191 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.778017809698136
6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,16.26 cm (6.4 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M30s (White, 64 GB)",14399,Exynos 9611 Processor,4.3,299 Reviews,1 Year Manufacturer Warranty,9.57491403870827
4000 mAh Battery,12MP Rear Camera,15.9 cm (6.26 inch) Display,2 GB RAM | 32 GB ROM,"Redmi 7 (Lunar Red, 32 GB)",7999,12 Months,4.3,"1,036 Reviews",,8.987071812848821
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",10999,Qualcomm Snapdragon 675 Processor,4.5,"71,691 Reviews",Splash Proof - Protected by P2i,9.305559638557117
5000 mAh Battery,16MP Rear Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 64 GB ROM,"vivo U20 (Blaze blue, 64 GB)",12669,12 Months,4.1,33 Reviews,,9.446913343602054
2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Yu Yunique 2 (Champagne, 16 GB)",4799,MediaTek MT6737 Quad Core 1.3 GHz Processor,3.8,"3,676 Reviews",Brand Warranty of 1 Year,8.476162841858246
2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Yu Yunique 2 (Coal Black, 16 GB)",5999,MediaTek MT6737 Quad Core 1.3 GHz Processor,3.8,"3,676 Reviews",Brand Warranty of 1 Year,8.699348067653093
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"OPPO A83 (Red, 16 GB)",7450,MT6763T Processor,4.2,36 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.915969311373605
2500 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Karbonn Platinum P9 (Stary Black Blue, 16 GB)",4249,1 Year Manufacturer Warranty,3.7,145 Reviews,,8.354438940114811
5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Ocean Blue, 32 GB)",7499,Qualcomm Snapdragon 439 Processor,4.3,"10,076 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.92252495730139
4000 mAh Battery,13MP + 2MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Motorola One Macro (Space Blue, 64 GB)",9999,MediaTek Helio P70 Processor,4.2,"2,151 Reviews",Dedicated Macro Camera,9.21024036697585
3550 mAh Li Polymer Battery,13MP + 2MP | 8MP Front Camera,15.47 cm (6.09 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee F10 (Black, 32 GB)",6999,Spreadtrum Processor,4.2,66 Reviews,Brand Warranty of 1 Year Available for Mobile,8.85352256068954
3760 mAh Battery,16MP + 2MP | 8MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Lenovo K9 Note (Gold, 64 GB)",7499,Qualcomm Snapdragon SDM450 Processor,4.1,129 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.92252495730139
3200 mAh Battery,13MP Rear Camera | 2.1MP Front Camera,14.99 cm (5.9 inch) Full HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"LG G Pro 2 (Titan, 16 GB)",42021,Qualcomm MSM8974 Snapdragon 800 Krait 400 Processor,4.6,75 Reviews,1 Year Manufacturer Warranty,10.645924772307156
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Nebula Red, 64 GB)",10999,Qualcomm Snapdragon 675 Processor,4.5,"71,691 Reviews",Splash Proof - Protected by P2i,9.305559638557117
1950 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Canvas Xpress A99 (Silver, 8 GB)",6999,ARM 7 MTK6582V/X Processor,3.8,96 Reviews,1 Year for Mobile & 6 Months for Accessories,8.85352256068954
3000 mAh Li-ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,14.48 cm (5.7 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Panasonic Eluga Ray 530 (Black, 32 GB)",5990,MT6739WA Processor,4.1,648 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,8.697846691109495
3070 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu M5 (Gold, 32 GB)",8999,Mediatek 0 Octa Core 1.5GHz Processor,3.8,502 Reviews,1 Year Manufacturer Warranty,9.104868739033948
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Lightning Purple, 64 GB)",13999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"40,406 Reviews",VooC Flash Charge 3.0,9.546741177474825
4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Nitro Blue, 64 GB)",13999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"40,406 Reviews",Dual Nano SIM Slot and Memory Card Slot,9.546741177474825
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme ME 10 Pro (Black, 16 GB)",5499,Quad Core Processor,4.3,0 Reviews,3 Month,8.612321536507814
2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Ringme ME 10 Pro (Blue, 16 GB)",5498,Quad Core Processor,4.3,0 Reviews,3 Month,8.612139668725192
5050 mAh Battery,8MP Rear Camera,13.97 cm (5.5 inch) Display,1 GB RAM | 16 GB ROM,"ITEL IT1553 (SPACE GRAY, 16 GB)",3530,6 MONTHS,3.1,2 Reviews,,8.169053149927343
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10e (Prism Black, 128 GB)",59000,Exynos 9 9820 Processor,4.5,95 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.985292722887856
4000 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Panasonic Eluga A3 (Grey, 16 GB)",4990,MediaTek MTK6737 Quad Core 1.25 GHz Processor,3.8,"1,634 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.515191188745565
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Blue, 64 GB)",8999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"2,577 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.104868739033948
2100 mAh Battery,8MP Rear Camera | 1.3MP Front Camera,11.94 cm (4.7 inch) HD Display,1 GB RAM | 8 GB ROM,"LG Spirit 4G LTE (Black Titan, 8 GB)",5499,1 Year Manufacturer Warranty,3.7,77 Reviews,,8.612321536507814
4900 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Lenovo VIBE P1 (Grey, 32 GB)",15999,Qualcomm Snapdragon 615 64-bit Processor,4.1,"3,277 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.680281499268713
5000 mAh Lithium-ion Battery,108 MP + 48 MP + 12 MP + VGA Depth Camera | 40MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,12 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20 Ultra (Cosmic Black, 128 GB)",97999,Exynos 990 Processor,4.3,16 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,11.492712553519015
4000 mAh Battery,8MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Moto C Plus (Fine Gold, 16 GB)",6999,Mediatek MTK6737 Quad Core 1.3Ghz Processor,4.1,"54,684 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.85352256068954
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Pyramid Gold, 8 GB)",3999,0 32-bit Quad Core 1.3GHz Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.293799608846818
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Black, 8 GB)",4099,0 32-bit Quad Core 1.3GHz Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.318498320504338
2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM,"XOLO ERA 2-4G with VoLTE (Nile Blue, 8 GB)",4099,32-bit Processor,3.9,"1,929 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.318498320504338
3500 mAh Battery,13MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Camon i4 (Aqua Blue, 64 GB)",11500,"Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",4.3,16 Reviews,,9.350102314351341
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Rose Gold, 64 GB)",8499,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.047703788498627
4120 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Lava Z53 (Prism Blue, 16 GB)",5499,UniSoC SC9832E Processor,3.9,7 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.612321536507814
2400 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Itel A44 Pro (Champagne, 16 GB)",5090,1 year manufacturer warranty,4.3,12 Reviews,,8.53503310954457
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy On Nxt (Gold, 16 GB)",11200,Exynos 7870 Octa Core 1.6 GHz Processor,4.3,"55,351 Reviews",Brand Warranty of 1 Year,9.323669057283185
3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Tecno Camon i Sky (midnight black, 16 GB)",7999,12 Months,4.1,23 Reviews,,8.987071812848821
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Black, 32 GB)",8299,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.023890304598448
3000 mAh Li Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi Go (Blue, 16 GB)",4999,Qualcomm Snapdragon 425 Processor,4.3,"13,123 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.51699317141357
3000 mAh Battery,13MP Rear Camera,13.46 cm (5.3 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Mobiistar C1 Shine (Gold, 16 GB)",3990,1  Year Manufacture Warranty,4.1,79 Reviews,,8.29154650988391
2500 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Panasonic P55 Novo (Midnight Blue, 16 GB)",6190,0 0 Octa Core 1.3GHz Processor,3.9,251 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.730690365678642
1600 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) FWVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Karbonn A19 (Black Silver, 4 GB)",6999,1 Year for Mobile & 6 Months for Accessories,3.3,8 Reviews,,8.85352256068954
