issue_date,condition,color_type,length(m),height(cm),X1,X2,pet_category,Split(-)(issue_date)_0,Split(-)(issue_date)_1,Split(-)(issue_date)_2,Split(-)(listing_date)_0,Split(-)(listing_date)_1,Split(:)(listing_date)_0,Split(:)(listing_date)_1,Split( )(listing_date)_0,Split( )(listing_date)_1,Split( )(color_type)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(pet_id)_0","ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(issue_date)_0",ExtractNumber((\d{2}))(issue_date)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(listing_date)_0",ExtractNumber((\d{2}))(listing_date)_0,OneHot()(X2)_0,OneHot()(X2)_1,OneHot()(X2)_4,OneHot()(X2)_7,OneHot()(X2)_9
2017-02-09 00:00:00,0.0,White,0.49,10.03,0,1,2,2017,02,09 00:00:00,2019,05,2019-05-02 18,08,2019-05-02,18:08:00,White,76429.0,2017.0,2.0,2019.0,5.0,0,1,0,0,0
2015-08-27 00:00:00,0.0,Tan,0.66,18.57,0,1,2,2015,08,27 00:00:00,2016,09,2016-09-27 18,50,2016-09-27,18:50:00,Tan,62722.0,2015.0,8.0,2016.0,9.0,0,1,0,0,0
2016-05-03 00:00:00,0.0,Black,0.5,49.79,0,7,2,2016,05,03 00:00:00,2017,09,2017-09-03 18,15,2017-09-03,18:15:00,Black,61521.0,2016.0,5.0,2017.0,9.0,0,0,0,1,0
2017-09-11 00:00:00,1.0,Brown,0.81,22.85,0,1,2,2017,09,11 00:00:00,2018,11,2018-11-22 13,23,2018-11-22,13:23:00,Brown,61496.0,2017.0,9.0,2018.0,11.0,0,1,0,0,0
2014-10-09 00:00:00,1.0,White,0.45,33.02,13,9,1,2014,10,09 00:00:00,2016,11,2016-11-15 14,52,2016-11-15,14:52:00,White,50457.0,2014.0,10.0,2016.0,11.0,0,0,0,0,1
2017-07-10 00:00:00,2.0,Tortie,0.87,45.32,13,9,1,2017,07,10 00:00:00,2017,08,2017-08-20 12,55,2017-08-20,12:55:00,Tortie,51127.0,2017.0,7.0,2017.0,8.0,0,0,0,0,1
2015-01-08 00:00:00,1.0,Orange Tabby,0.56,30.82,0,7,1,2015,01,08 00:00:00,2017,01,2017-01-31 17,23,2017-01-31,17:23:00,Orange,70849.0,2015.0,1.0,2017.0,1.0,0,0,0,1,0
2017-08-27 00:00:00,0.0,Calico,0.11,9.72,13,9,1,2017,08,27 00:00:00,2018,12,2018-12-02 12,24,2018-12-02,12:24:00,Calico,66711.0,2017.0,8.0,2018.0,12.0,0,0,0,0,1
2010-07-15 00:00:00,0.0,White,0.55,8.71,13,9,2,2010,07,15 00:00:00,2017,08,2017-08-12 00,00,2017-08-12,00:00:00,White,58977.0,2010.0,7.0,2017.0,8.0,0,0,0,0,1
2015-03-22 00:00:00,nan,Tan,0.45,12.95,0,3,4,2015,03,22 00:00:00,2017,04,2017-04-16 12,45,2017-04-16,12:45:00,Tan,63229.0,2015.0,3.0,2017.0,4.0,0,0,0,0,0
2015-03-14 00:00:00,1.0,Red,0.98,8.33,13,9,2,2015,03,14 00:00:00,2017,04,2017-04-07 17,17,2017-04-07,17:17:00,Red,62758.0,2015.0,3.0,2017.0,4.0,0,0,0,0,1
2018-01-29 00:00:00,2.0,Tortie,0.42,41.21,17,9,1,2018,01,29 00:00:00,2019,02,2019-02-23 11,27,2019-02-23,11:27:00,Tortie,51462.0,2018.0,1.0,2019.0,2.0,0,0,0,0,1
2014-12-31 00:00:00,2.0,Yellow,0.17,30.28,13,9,2,2014,12,31 00:00:00,2018,02,2018-02-03 00,00,2018-02-03,00:00:00,Yellow,72651.0,2014.0,12.0,2018.0,2.0,0,0,0,0,1
2017-06-19 00:00:00,1.0,Brown Tabby,0.36,7.63,13,9,1,2017,06,19 00:00:00,2017,09,2017-09-17 13,51,2017-09-17,13:51:00,Brown,51376.0,2017.0,6.0,2017.0,9.0,0,0,0,0,1
2016-05-30 00:00:00,0.0,White,0.96,38.47,0,1,2,2016,05,30 00:00:00,2017,10,2017-10-11 17,00,2017-10-11,17:00:00,White,61561.0,2016.0,5.0,2017.0,10.0,0,1,0,0,0
2016-12-20 00:00:00,0.0,Brown Tabby,0.73,31.13,16,9,1,2016,12,20 00:00:00,2017,07,2017-07-14 17,56,2017-07-14,17:56:00,Brown,67835.0,2016.0,12.0,2017.0,7.0,0,0,0,0,1
2017-06-12 00:00:00,0.0,Brown Tabby,0.83,31.8,0,1,1,2017,06,12 00:00:00,2017,09,2017-09-17 17,06,2017-09-17,17:06:00,Brown,74452.0,2017.0,6.0,2017.0,9.0,0,1,0,0,0
2017-06-15 00:00:00,0.0,Blue Tabby,0.1,31.24,13,9,1,2017,06,15 00:00:00,2017,11,2017-11-23 12,27,2017-11-23,12:27:00,Blue,55881.0,2017.0,6.0,2017.0,11.0,0,0,0,0,1
2018-11-02 00:00:00,2.0,Brown Tabby,0.46,32.58,13,9,1,2018,11,02 00:00:00,2018,12,2018-12-12 18,10,2018-12-12,18:10:00,Brown,65384.0,2018.0,11.0,2018.0,12.0,0,0,0,0,1
2016-07-17 00:00:00,1.0,Brown Tabby,0.11,13.93,0,1,1,2016,07,17 00:00:00,2017,02,2017-02-10 17,08,2017-02-10,17:08:00,Brown,61051.0,2016.0,7.0,2017.0,2.0,0,1,0,0,0
2015-08-21 00:00:00,1.0,Tricolor,0.86,48.09,0,7,2,2015,08,21 00:00:00,2019,02,2019-02-28 19,16,2019-02-28,19:16:00,Tricolor,64118.0,2015.0,8.0,2019.0,2.0,0,0,0,1,0
2018-04-14 00:00:00,2.0,Gray Tabby,0.07,37.79,17,9,1,2018,04,14 00:00:00,2019,05,2019-05-08 18,29,2019-05-08,18:29:00,Gray,76677.0,2018.0,4.0,2019.0,5.0,0,0,0,0,1
2015-10-15 00:00:00,1.0,Blue Merle,0.1,20.07,0,7,2,2015,10,15 00:00:00,2018,06,2018-06-11 12,32,2018-06-11,12:32:00,Blue,63241.0,2015.0,10.0,2018.0,6.0,0,0,0,1,0
2015-08-23 00:00:00,0.0,Brown,0.19,12.59,0,1,2,2015,08,23 00:00:00,2016,09,2016-09-17 19,45,2016-09-17,19:45:00,Brown,56048.0,2015.0,8.0,2016.0,9.0,0,1,0,0,0
2012-04-26 00:00:00,1.0,Black,0.25,37.56,0,1,2,2012,04,26 00:00:00,2017,06,2017-06-08 12,00,2017-06-08,12:00:00,Black,73812.0,2012.0,4.0,2017.0,6.0,0,1,0,0,0
2006-04-21 00:00:00,0.0,Brown,0.05,39.6,13,9,2,2006,04,21 00:00:00,2019,01,2019-01-15 10,12,2019-01-15,10:12:00,Brown,52498.0,2006.0,4.0,2019.0,1.0,0,0,0,0,1
2016-10-27 00:00:00,0.0,Brown Tabby,0.37,37.77,0,1,1,2016,10,27 00:00:00,2017,01,2017-01-27 17,48,2017-01-27,17:48:00,Brown,54419.0,2016.0,10.0,2017.0,1.0,0,1,0,0,0
2017-06-10 00:00:00,2.0,Brown,0.16,34.92,0,7,2,2017,06,10 00:00:00,2018,10,2018-10-06 19,00,2018-10-06,19:00:00,Brown,56273.0,2017.0,6.0,2018.0,10.0,0,0,0,1,0
2017-11-16 00:00:00,1.0,Black,0.74,22.82,0,1,1,2017,11,16 00:00:00,2018,04,2018-04-02 17,07,2018-04-02,17:07:00,Black,66352.0,2017.0,11.0,2018.0,4.0,0,1,0,0,0
2018-04-03 00:00:00,1.0,White,0.45,39.62,0,1,2,2018,04,03 00:00:00,2019,04,2019-04-30 16,26,2019-04-30,16:26:00,White,76320.0,2018.0,4.0,2019.0,4.0,0,1,0,0,0
2014-11-03 00:00:00,2.0,Black,0.24,23.64,0,7,2,2014,11,03 00:00:00,2019,01,2019-01-11 12,33,2019-01-11,12:33:00,Black,54793.0,2014.0,11.0,2019.0,1.0,0,0,0,1,0
2006-05-29 00:00:00,1.0,Black,0.63,23.02,0,1,2,2006,05,29 00:00:00,2016,09,2016-09-14 16,14,2016-09-14,16:14:00,Black,58381.0,2006.0,5.0,2016.0,9.0,0,1,0,0,0
2016-03-25 00:00:00,0.0,Calico,0.04,42.1,0,1,1,2016,03,25 00:00:00,2018,04,2018-04-24 16,18,2018-04-24,16:18:00,Calico,72182.0,2016.0,3.0,2018.0,4.0,0,1,0,0,0
2016-09-03 00:00:00,nan,White,0.18,13.64,9,2,1,2016,09,03 00:00:00,2016,09,2016-09-26 11,05,2016-09-26,11:05:00,White,54683.0,2016.0,9.0,2016.0,9.0,0,0,0,0,0
2015-01-16 00:00:00,2.0,Chocolate,0.91,47.56,0,7,2,2015,01,16 00:00:00,2017,02,2017-02-23 12,29,2017-02-23,12:29:00,Chocolate,53267.0,2015.0,1.0,2017.0,2.0,0,0,0,1,0
2017-05-10 00:00:00,0.0,Tricolor,0.94,19.2,0,1,2,2017,05,10 00:00:00,2017,08,2017-08-03 17,34,2017-08-03,17:34:00,Tricolor,54311.0,2017.0,5.0,2017.0,8.0,0,1,0,0,0
2018-10-19 00:00:00,1.0,Gray Tabby,0.37,26.55,0,1,1,2018,10,19 00:00:00,2019,01,2019-01-13 17,12,2019-01-13,17:12:00,Gray,56193.0,2018.0,10.0,2019.0,1.0,0,1,0,0,0
2019-01-25 00:00:00,0.0,Tortie,0.82,26.8,0,1,1,2019,01,25 00:00:00,2019,05,2019-05-04 18,32,2019-05-04,18:32:00,Tortie,76514.0,2019.0,1.0,2019.0,5.0,0,1,0,0,0
2015-11-19 00:00:00,0.0,Black,0.28,23.85,0,1,2,2015,11,19 00:00:00,2018,12,2018-12-15 17,22,2018-12-15,17:22:00,Black,71931.0,2015.0,11.0,2018.0,12.0,0,1,0,0,0
2017-02-06 00:00:00,1.0,Brown Tabby,0.07,19.21,0,7,1,2017,02,06 00:00:00,2018,10,2018-10-28 14,27,2018-10-28,14:27:00,Brown,54205.0,2017.0,2.0,2018.0,10.0,0,0,0,1,0
2015-11-08 00:00:00,1.0,Brown Tabby,0.32,21.78,0,1,1,2015,11,08 00:00:00,2016,12,2016-12-04 18,07,2016-12-04,18:07:00,Brown,50053.0,2015.0,11.0,2016.0,12.0,0,1,0,0,0
2018-01-20 00:00:00,1.0,Seal Point,0.21,20.03,13,9,1,2018,01,20 00:00:00,2019,02,2019-02-17 10,30,2019-02-17,10:30:00,Seal,59013.0,2018.0,1.0,2019.0,2.0,0,0,0,0,1
2005-02-12 00:00:00,1.0,Black,0.44,41.78,0,1,2,2005,02,12 00:00:00,2017,07,2017-07-08 13,15,2017-07-08,13:15:00,Black,51370.0,2005.0,2.0,2017.0,7.0,0,1,0,0,0
2016-07-03 00:00:00,1.0,Cream Tabby,0.61,13.92,0,1,1,2016,07,03 00:00:00,2016,10,2016-10-28 19,31,2016-10-28,19:31:00,Cream,74529.0,2016.0,7.0,2016.0,10.0,0,1,0,0,0
2016-09-23 00:00:00,1.0,Brown,0.32,44.58,0,1,2,2016,09,23 00:00:00,2018,10,2018-10-18 14,47,2018-10-18,14:47:00,Brown,72632.0,2016.0,9.0,2018.0,10.0,0,1,0,0,0
2014-02-19 00:00:00,1.0,Black,0.33,21.27,13,9,2,2014,02,19 00:00:00,2017,03,2017-03-17 00,00,2017-03-17,00:00:00,Black,61657.0,2014.0,2.0,2017.0,3.0,0,0,0,0,1
2018-03-13 00:00:00,1.0,Black,0.32,28.61,13,9,2,2018,03,13 00:00:00,2019,04,2019-04-05 16,45,2019-04-05,16:45:00,Black,75263.0,2018.0,3.0,2019.0,4.0,0,0,0,0,1
2017-07-05 00:00:00,2.0,White,0.17,25.9,13,9,1,2017,07,05 00:00:00,2017,08,2017-08-25 17,39,2017-08-25,17:39:00,White,50046.0,2017.0,7.0,2017.0,8.0,0,0,0,0,1
2016-08-09 00:00:00,nan,Torbie,0.46,5.18,13,9,1,2016,08,09 00:00:00,2016,09,2016-09-19 14,40,2016-09-19,14:40:00,Torbie,71651.0,2016.0,8.0,2016.0,9.0,0,0,0,0,1
2012-11-24 00:00:00,2.0,Brown,1.0,5.14,13,9,2,2012,11,24 00:00:00,2019,01,2019-01-14 17,47,2019-01-14,17:47:00,Brown,61085.0,2012.0,11.0,2019.0,1.0,0,0,0,0,1
2016-07-15 00:00:00,nan,Tortie,0.5,32.21,13,9,1,2016,07,15 00:00:00,2016,08,2016-08-27 16,02,2016-08-27,16:02:00,Tortie,51595.0,2016.0,7.0,2016.0,8.0,0,0,0,0,1
2014-02-05 00:00:00,2.0,Brown,0.42,20.14,7,1,2,2014,02,05 00:00:00,2017,03,2017-03-29 15,41,2017-03-29,15:41:00,Brown,64045.0,2014.0,2.0,2017.0,3.0,0,1,0,0,0
2017-11-10 00:00:00,0.0,Black,0.38,6.58,0,1,2,2017,11,10 00:00:00,2018,02,2018-02-28 18,23,2018-02-28,18:23:00,Black,67514.0,2017.0,11.0,2018.0,2.0,0,1,0,0,0
2018-03-31 00:00:00,2.0,Black,0.88,22.25,17,9,1,2018,03,31 00:00:00,2019,04,2019-04-24 17,34,2019-04-24,17:34:00,Black,76083.0,2018.0,3.0,2019.0,4.0,0,0,0,0,1
2017-03-19 00:00:00,nan,Brown,0.75,20.76,15,4,4,2017,03,19 00:00:00,2018,04,2018-04-06 18,26,2018-04-06,18:26:00,Brown,63685.0,2017.0,3.0,2018.0,4.0,0,0,1,0,0
2016-03-10 00:00:00,2.0,Blue Tabby,0.15,49.21,16,9,1,2016,03,10 00:00:00,2016,11,2016-11-30 09,00,2016-11-30,09:00:00,Blue,63731.0,2016.0,3.0,2016.0,11.0,0,0,0,0,1
2018-09-07 00:00:00,2.0,Black,0.09,7.75,13,9,1,2018,09,07 00:00:00,2018,12,2018-12-02 12,29,2018-12-02,12:29:00,Black,63528.0,2018.0,9.0,2018.0,12.0,0,0,0,0,1
2017-09-05 00:00:00,0.0,Black,0.78,49.13,0,1,2,2017,09,05 00:00:00,2017,12,2017-12-11 22,24,2017-12-11,22:24:00,Black,71919.0,2017.0,9.0,2017.0,12.0,0,1,0,0,0
2017-01-30 00:00:00,nan,Black,0.38,22.68,13,9,4,2017,01,30 00:00:00,2017,02,2017-02-22 13,29,2017-02-22,13:29:00,Black,55830.0,2017.0,1.0,2017.0,2.0,0,0,0,0,1
2017-02-24 00:00:00,0.0,Blue,0.81,15.05,0,1,2,2017,02,24 00:00:00,2019,04,2019-04-18 16,16,2019-04-18,16:16:00,Blue,75838.0,2017.0,2.0,2019.0,4.0,0,1,0,0,0
2017-11-13 00:00:00,1.0,Orange Tabby,0.82,49.83,0,1,1,2017,11,13 00:00:00,2018,03,2018-03-13 12,31,2018-03-13,12:31:00,Orange,61332.0,2017.0,11.0,2018.0,3.0,0,1,0,0,0
2017-03-09 00:00:00,2.0,Black,0.01,31.16,13,9,2,2017,03,09 00:00:00,2019,03,2019-03-31 12,47,2019-03-31,12:47:00,Black,75535.0,2017.0,3.0,2019.0,3.0,0,0,0,0,1
2016-05-23 00:00:00,1.0,Brown Brindle,0.35,9.48,0,7,2,2016,05,23 00:00:00,2018,08,2018-08-20 15,17,2018-08-20,15:17:00,Brown,62337.0,2016.0,5.0,2018.0,8.0,0,0,0,1,0
2018-03-05 00:00:00,nan,White,0.4,34.23,13,9,4,2018,03,05 00:00:00,2018,05,2018-05-25 13,23,2018-05-25,13:23:00,White,67043.0,2018.0,3.0,2018.0,5.0,0,0,0,0,1
2015-08-21 00:00:00,1.0,Brown,0.82,37.18,0,1,2,2015,08,21 00:00:00,2017,10,2017-10-20 18,33,2017-10-20,18:33:00,Brown,71169.0,2015.0,8.0,2017.0,10.0,0,1,0,0,0
2018-04-06 00:00:00,1.0,Brown,0.83,13.37,0,1,2,2018,04,06 00:00:00,2019,05,2019-05-06 18,26,2019-05-06,18:26:00,Brown,76593.0,2018.0,4.0,2019.0,5.0,0,1,0,0,0
2017-08-25 00:00:00,2.0,White,0.55,49.39,13,9,2,2017,08,25 00:00:00,2017,11,2017-11-16 16,23,2017-11-16,16:23:00,White,58656.0,2017.0,8.0,2017.0,11.0,0,0,0,0,1
2013-09-25 00:00:00,1.0,Black,0.34,48.79,0,7,2,2013,09,25 00:00:00,2017,10,2017-10-30 11,13,2017-10-30,11:13:00,Black,62260.0,2013.0,9.0,2017.0,10.0,0,0,0,1,0
2019-01-18 00:00:00,1.0,Brown Tabby,0.71,10.83,15,4,1,2019,01,18 00:00:00,2019,05,2019-05-11 10,18,2019-05-11,10:18:00,Brown,76832.0,2019.0,1.0,2019.0,5.0,0,0,1,0,0
2016-05-09 00:00:00,0.0,Tan,0.29,14.89,0,1,2,2016,05,09 00:00:00,2017,06,2017-06-02 18,19,2017-06-02,18:19:00,Tan,55069.0,2016.0,5.0,2017.0,6.0,0,1,0,0,0
2013-03-11 00:00:00,0.0,Fawn,0.79,26.13,0,7,2,2013,03,11 00:00:00,2017,10,2017-10-24 18,37,2017-10-24,18:37:00,Fawn,60381.0,2013.0,3.0,2017.0,10.0,0,0,0,1,0
2017-06-05 00:00:00,nan,Brown Tabby,0.46,48.53,18,4,1,2017,06,05 00:00:00,2017,07,2017-07-16 19,26,2017-07-16,19:26:00,Brown,65952.0,2017.0,6.0,2017.0,7.0,0,0,1,0,0
2015-06-10 00:00:00,1.0,Tan,0.66,14.14,0,7,2,2015,06,10 00:00:00,2016,11,2016-11-11 00,00,2016-11-11,00:00:00,Tan,53017.0,2015.0,6.0,2016.0,11.0,0,0,0,1,0
2012-02-16 00:00:00,0.0,Orange Tabby,0.89,26.82,0,1,1,2012,02,16 00:00:00,2017,03,2017-03-26 10,35,2017-03-26,10:35:00,Orange,67978.0,2012.0,2.0,2017.0,3.0,0,1,0,0,0
2017-07-20 00:00:00,1.0,Black,0.08,49.96,0,1,1,2017,07,20 00:00:00,2018,01,2018-01-12 12,17,2018-01-12,12:17:00,Black,65539.0,2017.0,7.0,2018.0,1.0,0,1,0,0,0
2006-02-21 00:00:00,1.0,White,0.9,47.79,18,4,2,2006,02,21 00:00:00,2019,04,2019-04-08 08,45,2019-04-08,08:45:00,White,75379.0,2006.0,2.0,2019.0,4.0,0,0,1,0,0
2015-08-25 00:00:00,0.0,White,0.91,27.57,0,1,2,2015,08,25 00:00:00,2017,11,2017-11-02 16,14,2017-11-02,16:14:00,White,63698.0,2015.0,8.0,2017.0,11.0,0,1,0,0,0
2018-01-15 00:00:00,0.0,Brown Brindle,0.31,12.43,0,1,2,2018,01,15 00:00:00,2019,02,2019-02-09 17,26,2019-02-09,17:26:00,Brown,70349.0,2018.0,1.0,2019.0,2.0,0,1,0,0,0
2017-07-03 00:00:00,0.0,Black,0.74,48.34,0,1,2,2017,07,03 00:00:00,2018,10,2018-10-09 12,16,2018-10-09,12:16:00,Black,63783.0,2017.0,7.0,2018.0,10.0,0,1,0,0,0
2001-05-03 00:00:00,0.0,Sable,0.64,49.54,0,7,2,2001,05,03 00:00:00,2018,05,2018-05-23 14,12,2018-05-23,14:12:00,Sable,65388.0,2001.0,5.0,2018.0,5.0,0,0,0,1,0
2016-03-01 00:00:00,0.0,Tricolor,0.08,22.29,0,1,2,2016,03,01 00:00:00,2016,09,2016-09-25 15,18,2016-09-25,15:18:00,Tricolor,62890.0,2016.0,3.0,2016.0,9.0,0,1,0,0,0
2013-08-18 00:00:00,nan,Black,0.4,20.21,15,4,4,2013,08,18 00:00:00,2017,09,2017-09-08 18,51,2017-09-08,18:51:00,Black,70807.0,2013.0,8.0,2017.0,9.0,0,0,1,0,0
2015-11-11 00:00:00,0.0,White,0.54,7.47,0,1,2,2015,11,11 00:00:00,2018,02,2018-02-03 12,04,2018-02-03,12:04:00,White,74930.0,2015.0,11.0,2018.0,2.0,0,1,0,0,0
2016-07-19 00:00:00,2.0,Brown Tabby,0.19,7.72,13,9,1,2016,07,19 00:00:00,2018,08,2018-08-09 13,52,2018-08-09,13:52:00,Brown,67904.0,2016.0,7.0,2018.0,8.0,0,0,0,0,1
2009-01-23 00:00:00,0.0,Tricolor,0.67,49.56,0,7,2,2009,01,23 00:00:00,2016,11,2016-11-30 14,59,2016-11-30,14:59:00,Tricolor,53476.0,2009.0,1.0,2016.0,11.0,0,0,0,1,0
2016-11-01 00:00:00,2.0,Black,0.97,23.79,13,9,1,2016,11,01 00:00:00,2017,11,2017-11-24 00,00,2017-11-24,00:00:00,Black,68300.0,2016.0,11.0,2017.0,11.0,0,0,0,0,1
2017-07-30 00:00:00,0.0,Black,0.85,46.33,0,1,1,2017,07,30 00:00:00,2017,11,2017-11-04 18,29,2017-11-04,18:29:00,Black,70842.0,2017.0,7.0,2017.0,11.0,0,1,0,0,0
2018-07-07 00:00:00,1.0,Black,0.02,27.03,0,1,2,2018,07,07 00:00:00,2019,04,2019-04-16 19,25,2019-04-16,19:25:00,Black,75741.0,2018.0,7.0,2019.0,4.0,0,1,0,0,0
2016-07-04 00:00:00,0.0,Calico,0.41,41.12,7,1,1,2016,07,04 00:00:00,2016,11,2016-11-17 12,38,2016-11-17,12:38:00,Calico,61445.0,2016.0,7.0,2016.0,11.0,0,1,0,0,0
2018-09-10 00:00:00,2.0,Chocolate,0.56,38.79,13,9,2,2018,09,10 00:00:00,2018,11,2018-11-18 16,49,2018-11-18,16:49:00,Chocolate,66899.0,2018.0,9.0,2018.0,11.0,0,0,0,0,1
2015-05-03 00:00:00,2.0,Black,0.24,14.94,13,9,1,2015,05,03 00:00:00,2017,05,2017-05-27 13,28,2017-05-27,13:28:00,Black,66883.0,2015.0,5.0,2017.0,5.0,0,0,0,0,1
2016-03-23 00:00:00,0.0,Tortie,0.98,27.36,0,1,1,2016,03,23 00:00:00,2017,04,2017-04-21 18,05,2017-04-21,18:05:00,Tortie,65615.0,2016.0,3.0,2017.0,4.0,0,1,0,0,0
2010-10-22 00:00:00,1.0,Blue,0.52,48.44,7,1,1,2010,10,22 00:00:00,2018,01,2018-01-30 12,51,2018-01-30,12:51:00,Blue,71429.0,2010.0,10.0,2018.0,1.0,0,1,0,0,0
2015-07-01 00:00:00,nan,Gray,0.14,39.16,0,4,4,2015,07,01 00:00:00,2017,07,2017-07-21 15,59,2017-07-21,15:59:00,Gray,69247.0,2015.0,7.0,2017.0,7.0,0,0,1,0,0
2017-07-28 00:00:00,0.0,Calico,0.93,41.14,0,1,1,2017,07,28 00:00:00,2017,11,2017-11-21 17,11,2017-11-21,17:11:00,Calico,61683.0,2017.0,7.0,2017.0,11.0,0,1,0,0,0
2018-05-03 00:00:00,0.0,Red Tick,0.38,42.81,7,1,2,2018,05,03 00:00:00,2018,09,2018-09-04 10,06,2018-09-04,10:06:00,Red,70051.0,2018.0,5.0,2018.0,9.0,0,1,0,0,0
2016-03-14 00:00:00,1.0,Black,0.03,20.64,7,1,2,2016,03,14 00:00:00,2016,11,2016-11-03 17,35,2016-11-03,17:35:00,Black,71708.0,2016.0,3.0,2016.0,11.0,0,1,0,0,0
2017-10-21 00:00:00,nan,Gray Tabby,0.62,20.76,13,9,1,2017,10,21 00:00:00,2017,11,2017-11-26 16,39,2017-11-26,16:39:00,Gray,72292.0,2017.0,10.0,2017.0,11.0,0,0,0,0,1
2014-04-25 00:00:00,1.0,Tan,0.26,28.56,0,1,2,2014,04,25 00:00:00,2018,05,2018-05-22 11,32,2018-05-22,11:32:00,Tan,65223.0,2014.0,4.0,2018.0,5.0,0,1,0,0,0
2016-07-17 00:00:00,2.0,Brown Tabby,0.54,23.68,13,9,1,2016,07,17 00:00:00,2016,09,2016-09-01 14,18,2016-09-01,14:18:00,Brown,58457.0,2016.0,7.0,2016.0,9.0,0,0,0,0,1
2017-07-14 00:00:00,0.0,Black,0.92,44.13,0,1,2,2017,07,14 00:00:00,2017,10,2017-10-19 17,23,2017-10-19,17:23:00,Black,76839.0,2017.0,7.0,2017.0,10.0,0,1,0,0,0
2018-06-09 00:00:00,2.0,Black,0.52,12.91,0,7,2,2018,06,09 00:00:00,2019,03,2019-03-03 11,36,2019-03-03,11:36:00,Black,56340.0,2018.0,6.0,2019.0,3.0,0,0,0,1,0
2016-06-23 00:00:00,1.0,Red,0.8,12.43,0,1,2,2016,06,23 00:00:00,2018,07,2018-07-14 14,47,2018-07-14,14:47:00,Red,55733.0,2016.0,6.0,2018.0,7.0,0,1,0,0,0
2018-07-26 00:00:00,1.0,Brown Tabby,0.62,48.88,0,1,1,2018,07,26 00:00:00,2018,11,2018-11-08 17,23,2018-11-08,17:23:00,Brown,60728.0,2018.0,7.0,2018.0,11.0,0,1,0,0,0
2008-11-11 00:00:00,1.0,Black,0.64,33.8,7,1,2,2008,11,11 00:00:00,2018,12,2018-12-14 14,05,2018-12-14,14:05:00,Black,69869.0,2008.0,11.0,2018.0,12.0,0,1,0,0,0
2018-08-18 00:00:00,nan,Blue Tabby,0.33,14.25,0,7,1,2018,08,18 00:00:00,2019,04,2019-04-19 13,08,2019-04-19,13:08:00,Blue,75852.0,2018.0,8.0,2019.0,4.0,0,0,0,1,0
2006-11-22 00:00:00,0.0,Black,0.45,11.87,13,9,1,2006,11,22 00:00:00,2018,12,2018-12-28 00,00,2018-12-28,00:00:00,Black,60609.0,2006.0,11.0,2018.0,12.0,0,0,0,0,1
2015-02-21 00:00:00,0.0,Tan,0.79,13.61,13,9,2,2015,02,21 00:00:00,2018,03,2018-03-15 00,00,2018-03-15,00:00:00,Tan,59940.0,2015.0,2.0,2018.0,3.0,0,0,0,0,1
2017-02-06 00:00:00,0.0,Red,0.3,25.39,0,1,2,2017,02,06 00:00:00,2019,04,2019-04-24 17,36,2019-04-24,17:36:00,Red,76084.0,2017.0,2.0,2019.0,4.0,0,1,0,0,0
2017-08-17 00:00:00,2.0,Tricolor,0.09,19.24,14,5,2,2017,08,17 00:00:00,2018,09,2018-09-07 17,48,2018-09-07,17:48:00,Tricolor,56310.0,2017.0,8.0,2018.0,9.0,0,0,0,0,0
2015-09-27 00:00:00,2.0,Brown,0.5,42.78,0,7,2,2015,09,27 00:00:00,2017,11,2017-11-03 19,25,2017-11-03,19:25:00,Brown,53859.0,2015.0,9.0,2017.0,11.0,0,0,0,1,0
2014-12-09 00:00:00,1.0,Gold,0.7,15.76,0,1,2,2014,12,09 00:00:00,2019,01,2019-01-11 19,10,2019-01-11,19:10:00,Gold,53378.0,2014.0,12.0,2019.0,1.0,0,1,0,0,0
2011-06-10 00:00:00,1.0,White,0.01,13.1,0,7,1,2011,06,10 00:00:00,2018,08,2018-08-12 15,55,2018-08-12,15:55:00,White,66708.0,2011.0,6.0,2018.0,8.0,0,0,0,1,0
2008-11-21 00:00:00,1.0,White,0.11,30.65,0,7,2,2008,11,21 00:00:00,2018,04,2018-04-18 13,27,2018-04-18,13:27:00,White,56942.0,2008.0,11.0,2018.0,4.0,0,0,0,1,0
2017-10-04 00:00:00,1.0,Blue,0.44,32.86,7,1,1,2017,10,04 00:00:00,2018,02,2018-02-11 10,01,2018-02-11,10:01:00,Blue,53754.0,2017.0,10.0,2018.0,2.0,0,1,0,0,0
2016-06-30 00:00:00,2.0,Calico,0.94,6.47,13,9,1,2016,06,30 00:00:00,2016,10,2016-10-24 13,37,2016-10-24,13:37:00,Calico,57629.0,2016.0,6.0,2016.0,10.0,0,0,0,0,1
2016-05-25 00:00:00,1.0,Flame Point,0.1,25.16,7,1,1,2016,05,25 00:00:00,2016,09,2016-09-04 17,45,2016-09-04,17:45:00,Flame,50419.0,2016.0,5.0,2016.0,9.0,0,1,0,0,0
2009-05-04 00:00:00,1.0,Fawn,0.18,5.24,0,1,2,2009,05,04 00:00:00,2016,09,2016-09-23 17,53,2016-09-23,17:53:00,Fawn,64274.0,2009.0,5.0,2016.0,9.0,0,1,0,0,0
