country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Ireland,1989,female,55-74 years,24.0,270300,Ireland1989,12188,G.I. Generation
Ireland,1989,female,35-54 years,21.0,383000,Ireland1989,12188,Silent
Ireland,1989,female,75+ years,5.0,95000,Ireland1989,12188,G.I. Generation
Ireland,1989,female,25-34 years,8.0,242300,Ireland1989,12188,Boomers
Ireland,1989,female,15-24 years,7.0,293600,Ireland1989,12188,Generation X
Ireland,1989,female,5-14 years,0.0,333700,Ireland1989,12188,Generation X
Ireland,1989,male,5-14 years,0.0,351600,Ireland1989,12188,Generation X
Ireland,1990,male,55-74 years,58.0,244600,Ireland1990,15312,G.I. Generation
Ireland,1990,male,25-34 years,51.0,236900,Ireland1990,15312,Boomers
Ireland,1990,male,35-54 years,85.0,406100,Ireland1990,15312,Silent
Ireland,1990,male,75+ years,9.0,61000,Ireland1990,15312,G.I. Generation
Ireland,1990,male,15-24 years,44.0,309400,Ireland1990,15312,Generation X
Ireland,1990,female,25-34 years,20.0,238400,Ireland1990,15312,Boomers
Ireland,1990,female,55-74 years,20.0,269100,Ireland1990,15312,G.I. Generation
Ireland,1990,female,35-54 years,29.0,391200,Ireland1990,15312,Silent
Ireland,1990,female,15-24 years,12.0,291300,Ireland1990,15312,Generation X
Ireland,1990,female,75+ years,2.0,97900,Ireland1990,15312,G.I. Generation
Ireland,1990,male,5-14 years,4.0,347800,Ireland1990,15312,Generation X
Ireland,1990,female,5-14 years,0.0,330300,Ireland1990,15312,Generation X
Ireland,1991,male,25-34 years,69.0,243900,Ireland1991,15328,Boomers
Ireland,1991,male,35-54 years,91.0,407900,Ireland1991,15328,Boomers
Ireland,1991,male,55-74 years,53.0,247500,Ireland1991,15328,Silent
Ireland,1991,male,15-24 years,61.0,307900,Ireland1991,15328,Generation X
Ireland,1991,male,75+ years,8.0,63600,Ireland1991,15328,G.I. Generation
Ireland,1991,female,55-74 years,19.0,269800,Ireland1991,15328,Silent
Ireland,1991,female,25-34 years,15.0,251600,Ireland1991,15328,Boomers
Ireland,1991,female,35-54 years,23.0,400200,Ireland1991,15328,Boomers
Ireland,1991,female,75+ years,2.0,99200,Ireland1991,15328,G.I. Generation
Ireland,1991,female,15-24 years,4.0,293700,Ireland1991,15328,Generation X
Ireland,1991,female,5-14 years,0.0,324600,Ireland1991,15328,Millenials
Ireland,1991,male,5-14 years,0.0,342200,Ireland1991,15328,Millenials
Ireland,1992,male,25-34 years,80.0,246100,Ireland1992,17051,Boomers
Ireland,1992,male,55-74 years,60.0,248700,Ireland1992,17051,Silent
Ireland,1992,male,15-24 years,68.0,313100,Ireland1992,17051,Generation X
Ireland,1992,male,35-54 years,82.0,416800,Ireland1992,17051,Boomers
Ireland,1992,male,75+ years,11.0,64800,Ireland1992,17051,G.I. Generation
Ireland,1992,female,55-74 years,21.0,270500,Ireland1992,17051,Silent
Ireland,1992,female,25-34 years,11.0,252800,Ireland1992,17051,Boomers
Ireland,1992,female,75+ years,4.0,101300,Ireland1992,17051,G.I. Generation
Ireland,1992,female,35-54 years,16.0,410400,Ireland1992,17051,Boomers
Ireland,1992,female,15-24 years,6.0,297400,Ireland1992,17051,Generation X
Ireland,1992,male,5-14 years,3.0,339800,Ireland1992,17051,Millenials
Ireland,1992,female,5-14 years,0.0,321700,Ireland1992,17051,Millenials
Ireland,1993,male,25-34 years,57.0,247200,Ireland1993,15872,Boomers
Ireland,1993,male,55-74 years,56.0,250200,Ireland1993,15872,Silent
Ireland,1993,male,35-54 years,85.0,426500,Ireland1993,15872,Boomers
Ireland,1993,male,15-24 years,45.0,316400,Ireland1993,15872,Generation X
Ireland,1993,male,75+ years,8.0,65100,Ireland1993,15872,G.I. Generation
Ireland,1993,female,35-54 years,28.0,421100,Ireland1993,15872,Boomers
Ireland,1993,female,55-74 years,14.0,271400,Ireland1993,15872,Silent
Ireland,1993,female,25-34 years,13.0,252600,Ireland1993,15872,Boomers
Ireland,1993,female,15-24 years,9.0,300100,Ireland1993,15872,Generation X
Ireland,1993,female,75+ years,3.0,102900,Ireland1993,15872,G.I. Generation
Ireland,1993,male,5-14 years,8.0,335100,Ireland1993,15872,Millenials
Ireland,1993,female,5-14 years,0.0,317900,Ireland1993,15872,Millenials
Ireland,1994,male,25-34 years,77.0,249000,Ireland1994,17188,Boomers
Ireland,1994,male,35-54 years,99.0,436500,Ireland1994,17188,Boomers
Ireland,1994,male,15-24 years,69.0,318100,Ireland1994,17188,Generation X
Ireland,1994,male,75+ years,13.0,64700,Ireland1994,17188,G.I. Generation
Ireland,1994,male,55-74 years,44.0,252800,Ireland1994,17188,Silent
Ireland,1994,female,55-74 years,27.0,272800,Ireland1994,17188,Silent
Ireland,1994,female,35-54 years,38.0,431300,Ireland1994,17188,Boomers
Ireland,1994,female,15-24 years,13.0,303000,Ireland1994,17188,Generation X
Ireland,1994,female,25-34 years,9.0,256100,Ireland1994,17188,Boomers
Ireland,1994,female,75+ years,3.0,103200,Ireland1994,17188,G.I. Generation
Ireland,1994,male,5-14 years,2.0,328300,Ireland1994,17188,Millenials
Ireland,1994,female,5-14 years,0.0,310200,Ireland1994,17188,Millenials
Ireland,1995,male,25-34 years,67.0,253100,Ireland1995,20689,Generation X
Ireland,1995,male,35-54 years,111.0,444400,Ireland1995,20689,Boomers
Ireland,1995,male,15-24 years,76.0,319400,Ireland1995,20689,Generation X
Ireland,1995,male,75+ years,14.0,66000,Ireland1995,20689,G.I. Generation
Ireland,1995,male,55-74 years,48.0,254200,Ireland1995,20689,Silent
Ireland,1995,female,25-34 years,20.0,259200,Ireland1995,20689,Generation X
Ireland,1995,female,35-54 years,34.0,441600,Ireland1995,20689,Boomers
Ireland,1995,female,55-74 years,13.0,273900,Ireland1995,20689,Silent
Ireland,1995,female,15-24 years,11.0,306300,Ireland1995,20689,Generation X
Ireland,1995,female,75+ years,3.0,105500,Ireland1995,20689,G.I. Generation
Ireland,1995,male,5-14 years,4.0,319700,Ireland1995,20689,Millenials
Ireland,1995,female,5-14 years,2.0,302600,Ireland1995,20689,Millenials
Ireland,1996,male,25-34 years,89.0,257100,Ireland1996,22478,Generation X
Ireland,1996,male,15-24 years,82.0,323100,Ireland1996,22478,Generation X
Ireland,1996,male,35-54 years,111.0,454800,Ireland1996,22478,Boomers
Ireland,1996,male,75+ years,15.0,66900,Ireland1996,22478,G.I. Generation
Ireland,1996,male,55-74 years,44.0,256900,Ireland1996,22478,Silent
Ireland,1996,female,25-34 years,15.0,262900,Ireland1996,22478,Generation X
Ireland,1996,female,35-54 years,24.0,453300,Ireland1996,22478,Boomers
Ireland,1996,female,15-24 years,14.0,309800,Ireland1996,22478,Generation X
Ireland,1996,female,55-74 years,8.0,274300,Ireland1996,22478,Silent
Ireland,1996,female,75+ years,2.0,107700,Ireland1996,22478,G.I. Generation
Ireland,1996,male,5-14 years,4.0,312700,Ireland1996,22478,Millenials
Ireland,1996,female,5-14 years,0.0,296300,Ireland1996,22478,Millenials
Ireland,1997,male,15-24 years,105.0,327450,Ireland1997,24259,Generation X
Ireland,1997,male,25-34 years,80.0,261887,Ireland1997,24259,Generation X
Ireland,1997,male,35-54 years,126.0,467626,Ireland1997,24259,Boomers
Ireland,1997,male,55-74 years,49.0,260486,Ireland1997,24259,Silent
Ireland,1997,male,75+ years,12.0,67496,Ireland1997,24259,G.I. Generation
Ireland,1997,female,55-74 years,23.0,276097,Ireland1997,24259,Silent
Ireland,1997,female,35-54 years,33.0,466997,Ireland1997,24259,Boomers
Ireland,1997,female,15-24 years,19.0,313447,Ireland1997,24259,Generation X
Ireland,1997,female,25-34 years,12.0,267638,Ireland1997,24259,Generation X
Ireland,1997,female,75+ years,3.0,109207,Ireland1997,24259,G.I. Generation
Ireland,1997,male,5-14 years,4.0,305770,Ireland1997,24259,Millenials
Ireland,1997,female,5-14 years,0.0,290184,Ireland1997,24259,Millenials
Ireland,1998,male,25-34 years,106.0,268458,Ireland1998,26115,Generation X
Ireland,1998,male,15-24 years,112.0,328079,Ireland1998,26115,Generation X
Ireland,1998,male,35-54 years,140.0,479431,Ireland1998,26115,Boomers
Ireland,1998,male,55-74 years,55.0,264994,Ireland1998,26115,Silent
Ireland,1998,male,75+ years,11.0,68586,Ireland1998,26115,G.I. Generation
Ireland,1998,female,35-54 years,34.0,479738,Ireland1998,26115,Boomers
Ireland,1998,female,55-74 years,12.0,279666,Ireland1998,26115,Silent
Ireland,1998,female,15-24 years,13.0,314723,Ireland1998,26115,Generation X
Ireland,1998,female,25-34 years,10.0,271872,Ireland1998,26115,Generation X
Ireland,1998,female,75+ years,3.0,111741,Ireland1998,26115,G.I. Generation
Ireland,1998,female,5-14 years,1.0,283607,Ireland1998,26115,Millenials
Ireland,1998,male,5-14 years,1.0,298520,Ireland1998,26115,Millenials
Ireland,1999,male,25-34 years,82.0,274372,Ireland1999,28344,Generation X
Ireland,1999,male,15-24 years,86.0,327454,Ireland1999,28344,Generation X
Ireland,1999,male,55-74 years,58.0,270407,Ireland1999,28344,Silent
Ireland,1999,male,35-54 years,104.0,490716,Ireland1999,28344,Boomers
Ireland,1999,male,75+ years,10.0,68952,Ireland1999,28344,G.I. Generation
Ireland,1999,female,55-74 years,18.0,283198,Ireland1999,28344,Silent
Ireland,1999,female,25-34 years,15.0,277242,Ireland1999,28344,Generation X
Ireland,1999,female,15-24 years,17.0,315004,Ireland1999,28344,Generation X
Ireland,1999,female,35-54 years,26.0,490684,Ireland1999,28344,Boomers
Ireland,1999,female,75+ years,5.0,113032,Ireland1999,28344,G.I. Generation
Ireland,1999,male,5-14 years,2.0,292740,Ireland1999,28344,Millenials
Ireland,1999,female,5-14 years,1.0,278070,Ireland1999,28344,Millenials
Ireland,2000,male,25-34 years,99.0,283528,Ireland2000,28340,Generation X
Ireland,2000,male,35-54 years,138.0,501834,Ireland2000,28340,Boomers
Ireland,2000,male,15-24 years,85.0,326264,Ireland2000,28340,Generation X
Ireland,2000,male,55-74 years,51.0,276475,Ireland2000,28340,Silent
Ireland,2000,male,75+ years,7.0,69695,Ireland2000,28340,G.I. Generation
Ireland,2000,female,35-54 years,37.0,502942,Ireland2000,28340,Boomers
Ireland,2000,female,15-24 years,21.0,314968,Ireland2000,28340,Generation X
Ireland,2000,female,75+ years,5.0,114383,Ireland2000,28340,G.I. Generation
Ireland,2000,female,55-74 years,10.0,288075,Ireland2000,28340,Silent
Ireland,2000,female,25-34 years,9.0,283371,Ireland2000,28340,Generation X
Ireland,2000,male,5-14 years,1.0,287937,Ireland2000,28340,Millenials
Ireland,2000,female,5-14 years,0.0,273904,Ireland2000,28340,Millenials
Ireland,2001,male,25-34 years,104.0,295410,Ireland2001,30536,Generation X
Ireland,2001,male,15-24 years,89.0,324752,Ireland2001,30536,Millenials
Ireland,2001,male,35-54 years,139.0,512042,Ireland2001,30536,Boomers
Ireland,2001,male,55-74 years,66.0,285022,Ireland2001,30536,Silent
Ireland,2001,male,75+ years,9.0,70956,Ireland2001,30536,Silent
Ireland,2001,female,35-54 years,34.0,512762,Ireland2001,30536,Boomers
Ireland,2001,female,55-74 years,18.0,295191,Ireland2001,30536,Silent
Ireland,2001,female,15-24 years,14.0,313247,Ireland2001,30536,Millenials
Ireland,2001,female,25-34 years,11.0,294059,Ireland2001,30536,Generation X
Ireland,2001,female,75+ years,2.0,116212,Ireland2001,30536,Silent
Ireland,2001,male,5-14 years,2.0,284509,Ireland2001,30536,Millenials
Ireland,2001,female,5-14 years,0.0,269812,Ireland2001,30536,Millenials
Ireland,2002,male,25-34 years,100.0,308477,Ireland2002,35154,Generation X
Ireland,2002,male,15-24 years,89.0,325705,Ireland2002,35154,Millenials
Ireland,2002,male,55-74 years,62.0,294395,Ireland2002,35154,Silent
Ireland,2002,male,35-54 years,109.0,521397,Ireland2002,35154,Boomers
Ireland,2002,male,75+ years,7.0,72146,Ireland2002,35154,Silent
Ireland,2002,female,25-34 years,19.0,308892,Ireland2002,35154,Generation X
Ireland,2002,female,35-54 years,29.0,521940,Ireland2002,35154,Boomers
Ireland,2002,female,55-74 years,14.0,302754,Ireland2002,35154,Silent
Ireland,2002,female,15-24 years,14.0,315817,Ireland2002,35154,Millenials
Ireland,2002,female,75+ years,3.0,118252,Ireland2002,35154,Silent
Ireland,2002,female,5-14 years,2.0,267794,Ireland2002,35154,Millenials
Ireland,2002,male,5-14 years,1.0,282004,Ireland2002,35154,Millenials
Ireland,2003,male,15-24 years,93.0,325589,Ireland2003,44473,Millenials
Ireland,2003,male,35-54 years,135.0,529155,Ireland2003,44473,Boomers
Ireland,2003,male,25-34 years,61.0,316763,Ireland2003,44473,Generation X
Ireland,2003,male,55-74 years,57.0,304682,Ireland2003,44473,Silent
Ireland,2003,male,75+ years,10.0,73562,Ireland2003,44473,Silent
Ireland,2003,female,35-54 years,37.0,530989,Ireland2003,44473,Boomers
Ireland,2003,female,55-74 years,21.0,311239,Ireland2003,44473,Silent
Ireland,2003,female,25-34 years,16.0,315513,Ireland2003,44473,Generation X
Ireland,2003,female,15-24 years,15.0,317275,Ireland2003,44473,Millenials
Ireland,2003,female,75+ years,5.0,120328,Ireland2003,44473,Silent
Ireland,2003,female,5-14 years,2.0,267103,Ireland2003,44473,Millenials
Ireland,2003,male,5-14 years,2.0,281881,Ireland2003,44473,Millenials
Ireland,2004,male,35-54 years,152.0,539660,Ireland2004,51662,Boomers
Ireland,2004,male,15-24 years,86.0,324349,Ireland2004,51662,Millenials
Ireland,2004,male,25-34 years,84.0,325356,Ireland2004,51662,Generation X
Ireland,2004,male,55-74 years,60.0,313994,Ireland2004,51662,Silent
Ireland,2004,male,75+ years,7.0,75345,Ireland2004,51662,Silent
Ireland,2004,female,35-54 years,31.0,539721,Ireland2004,51662,Boomers
Ireland,2004,female,55-74 years,18.0,319814,Ireland2004,51662,Silent
Ireland,2004,female,25-34 years,15.0,324860,Ireland2004,51662,Generation X
Ireland,2004,female,15-24 years,8.0,315174,Ireland2004,51662,Millenials
Ireland,2004,female,75+ years,2.0,122315,Ireland2004,51662,Silent
Ireland,2004,male,5-14 years,1.0,283674,Ireland2004,51662,Millenials
Ireland,2004,female,5-14 years,0.0,268417,Ireland2004,51662,Millenials
Ireland,2005,male,25-34 years,86.0,344139,Ireland2005,55213,Generation X
Ireland,2005,male,15-24 years,80.0,322805,Ireland2005,55213,Millenials
Ireland,2005,male,35-54 years,134.0,552960,Ireland2005,55213,Boomers
Ireland,2005,male,55-74 years,59.0,323255,Ireland2005,55213,Silent
Ireland,2005,female,25-34 years,21.0,337499,Ireland2005,55213,Generation X
Ireland,2005,female,15-24 years,18.0,314542,Ireland2005,55213,Millenials
Ireland,2005,female,55-74 years,17.0,329510,Ireland2005,55213,Silent
Ireland,2005,female,35-54 years,27.0,550357,Ireland2005,55213,Boomers
Ireland,2005,female,75+ years,4.0,124661,Ireland2005,55213,Silent
Ireland,2005,male,75+ years,2.0,77704,Ireland2005,55213,Silent
Ireland,2005,male,5-14 years,2.0,285659,Ireland2005,55213,Millenials
Ireland,2005,female,5-14 years,1.0,270266,Ireland2005,55213,Millenials
Ireland,2006,male,15-24 years,87.0,321007,Ireland2006,58941,Millenials
Ireland,2006,male,25-34 years,86.0,366739,Ireland2006,58941,Generation X
Ireland,2006,male,35-54 years,125.0,577782,Ireland2006,58941,Boomers
Ireland,2006,male,55-74 years,61.0,332939,Ireland2006,58941,Silent
Ireland,2006,male,75+ years,11.0,79660,Ireland2006,58941,Silent
Ireland,2006,female,55-74 years,18.0,336664,Ireland2006,58941,Silent
Ireland,2006,female,35-54 years,30.0,567465,Ireland2006,58941,Boomers
Ireland,2006,female,15-24 years,16.0,311725,Ireland2006,58941,Millenials
Ireland,2006,female,25-34 years,12.0,355700,Ireland2006,58941,Generation X
Ireland,2006,female,75+ years,2.0,125700,Ireland2006,58941,Silent
Ireland,2006,female,5-14 years,2.0,273709,Ireland2006,58941,Millenials
Ireland,2006,male,5-14 years,2.0,288488,Ireland2006,58941,Millenials
Ireland,2007,male,15-24 years,76.0,320350,Ireland2007,67032,Millenials
Ireland,2007,male,25-34 years,91.0,387302,Ireland2007,67032,Generation X
Ireland,2007,male,35-54 years,119.0,590396,Ireland2007,67032,Boomers
Ireland,2007,male,55-74 years,61.0,338808,Ireland2007,67032,Silent
Ireland,2007,male,75+ years,8.0,81128,Ireland2007,67032,Silent
Ireland,2007,female,35-54 years,45.0,579555,Ireland2007,67032,Boomers
Ireland,2007,female,25-34 years,19.0,375744,Ireland2007,67032,Generation X
Ireland,2007,female,15-24 years,15.0,313405,Ireland2007,67032,Millenials
Ireland,2007,female,55-74 years,13.0,341816,Ireland2007,67032,Silent
Ireland,2007,male,5-14 years,7.0,292637,Ireland2007,67032,Generation Z
Ireland,2007,female,75+ years,3.0,126722,Ireland2007,67032,Silent
Ireland,2007,female,5-14 years,1.0,278844,Ireland2007,67032,Generation Z
Ireland,2008,male,25-34 years,100.0,394740,Ireland2008,67173,Generation X
Ireland,2008,male,35-54 years,142.0,602168,Ireland2008,67173,Boomers
Ireland,2008,male,15-24 years,69.0,310260,Ireland2008,67173,Millenials
Ireland,2008,male,55-74 years,66.0,348515,Ireland2008,67173,Silent
Ireland,2008,female,15-24 years,25.0,307663,Ireland2008,67173,Millenials
Ireland,2008,female,35-54 years,46.0,593336,Ireland2008,67173,Boomers
Ireland,2008,female,55-74 years,27.0,352281,Ireland2008,67173,Silent
Ireland,2008,male,75+ years,6.0,83406,Ireland2008,67173,Silent
Ireland,2008,female,25-34 years,18.0,388880,Ireland2008,67173,Generation X
Ireland,2008,female,75+ years,4.0,128630,Ireland2008,67173,Silent
Ireland,2008,male,5-14 years,3.0,298953,Ireland2008,67173,Generation Z
Ireland,2008,female,5-14 years,0.0,285360,Ireland2008,67173,Generation Z
Ireland,2009,male,25-34 years,112.0,390586,Ireland2009,57390,Generation X
Ireland,2009,male,35-54 years,158.0,611460,Ireland2009,57390,Boomers
Ireland,2009,male,15-24 years,70.0,290474,Ireland2009,57390,Millenials
Ireland,2009,male,55-74 years,74.0,358381,Ireland2009,57390,Silent
Ireland,2009,female,25-34 years,27.0,394145,Ireland2009,57390,Generation X
Ireland,2009,female,15-24 years,20.0,292951,Ireland2009,57390,Millenials
Ireland,2009,female,55-74 years,23.0,362941,Ireland2009,57390,Silent
Ireland,2009,male,75+ years,5.0,86239,Ireland2009,57390,Silent
Ireland,2009,female,35-54 years,33.0,604133,Ireland2009,57390,Boomers
Ireland,2009,male,5-14 years,3.0,305241,Ireland2009,57390,Generation Z
Ireland,2009,female,75+ years,1.0,130243,Ireland2009,57390,Silent
Ireland,2009,female,5-14 years,1.0,290873,Ireland2009,57390,Generation Z
Ireland,2010,male,35-54 years,166.0,644763,Ireland2010,52042,Generation X
Ireland,2010,male,15-24 years,67.0,301996,Ireland2010,52042,Millenials
Ireland,2010,male,25-34 years,75.0,391033,Ireland2010,52042,Generation X
Ireland,2010,male,55-74 years,66.0,388038,Ireland2010,52042,Silent
Ireland,2010,male,75+ years,9.0,87646,Ireland2010,52042,Silent
Ireland,2010,female,55-74 years,25.0,394633,Ireland2010,52042,Silent
Ireland,2010,female,35-54 years,38.0,638166,Ireland2010,52042,Generation X
Ireland,2010,female,25-34 years,19.0,397846,Ireland2010,52042,Generation X
Ireland,2010,female,15-24 years,11.0,296543,Ireland2010,52042,Millenials
Ireland,2010,female,75+ years,4.0,128216,Ireland2010,52042,Silent
Ireland,2010,female,5-14 years,3.0,290321,Ireland2010,52042,Generation Z
Ireland,2010,male,5-14 years,3.0,305656,Ireland2010,52042,Generation Z
Ireland,2011,male,35-54 years,191.0,635771,Ireland2011,56655,Generation X
Ireland,2011,male,25-34 years,100.0,369966,Ireland2011,56655,Millenials
Ireland,2011,male,15-24 years,78.0,292307,Ireland2011,56655,Millenials
Ireland,2011,male,55-74 years,78.0,379505,Ireland2011,56655,Boomers
Ireland,2011,male,75+ years,11.0,93030,Ireland2011,56655,Silent
Ireland,2011,female,25-34 years,27.0,386278,Ireland2011,56655,Millenials
Ireland,2011,female,35-54 years,38.0,634499,Ireland2011,56655,Generation X
Ireland,2011,female,15-24 years,16.0,287304,Ireland2011,56655,Millenials
Ireland,2011,female,55-74 years,15.0,383177,Ireland2011,56655,Boomers
Ireland,2011,female,5-14 years,0.0,302715,Ireland2011,56655,Generation Z
Ireland,2011,female,75+ years,0.0,136335,Ireland2011,56655,Silent
Ireland,2011,male,5-14 years,0.0,317962,Ireland2011,56655,Generation Z
Ireland,2012,male,35-54 years,192.0,641319,Ireland2012,53443,Generation X
Ireland,2012,male,25-34 years,89.0,354740,Ireland2012,53443,Millenials
Ireland,2012,male,55-74 years,89.0,388705,Ireland2012,53443,Boomers
Ireland,2012,male,15-24 years,59.0,279882,Ireland2012,53443,Millenials
Ireland,2012,male,75+ years,14.0,96459,Ireland2012,53443,Silent
Ireland,2012,female,35-54 years,42.0,645023,Ireland2012,53443,Generation X
Ireland,2012,female,15-24 years,16.0,273610,Ireland2012,53443,Millenials
Ireland,2012,female,25-34 years,20.0,378732,Ireland2012,53443,Millenials
Ireland,2012,female,55-74 years,15.0,393497,Ireland2012,53443,Boomers
Ireland,2012,female,75+ years,2.0,138663,Ireland2012,53443,Silent
Ireland,2012,male,5-14 years,3.0,322478,Ireland2012,53443,Generation Z
Ireland,2012,female,5-14 years,1.0,307698,Ireland2012,53443,Generation Z
Ireland,2013,male,35-54 years,169.0,648165,Ireland2013,56628,Generation X
Ireland,2013,male,55-74 years,102.0,397875,Ireland2013,56628,Boomers
Ireland,2013,male,25-34 years,68.0,341171,Ireland2013,56628,Millenials
Ireland,2013,male,15-24 years,44.0,273178,Ireland2013,56628,Millenials
Ireland,2013,female,25-34 years,24.0,366261,Ireland2013,56628,Millenials
Ireland,2013,female,35-54 years,42.0,653648,Ireland2013,56628,Generation X
Ireland,2013,male,75+ years,6.0,99538,Ireland2013,56628,Silent
Ireland,2013,female,55-74 years,18.0,404503,Ireland2013,56628,Boomers
Ireland,2013,female,15-24 years,9.0,260127,Ireland2013,56628,Millenials
Ireland,2013,female,75+ years,3.0,140976,Ireland2013,56628,Silent
Ireland,2013,male,5-14 years,2.0,327603,Ireland2013,56628,Generation Z
Ireland,2013,female,5-14 years,0.0,314333,Ireland2013,56628,Generation Z
Ireland,2014,male,35-54 years,165.0,675986,Ireland2014,59634,Generation X
Ireland,2014,male,25-34 years,80.0,337977,Ireland2014,59634,Millenials
Ireland,2014,male,15-24 years,63.0,267635,Ireland2014,59634,Millenials
Ireland,2014,male,55-74 years,81.0,421555,Ireland2014,59634,Boomers
Ireland,2014,male,75+ years,8.0,103238,Ireland2014,59634,Silent
Ireland,2014,female,35-54 years,39.0,678830,Ireland2014,59634,Generation X
Ireland,2014,female,25-34 years,20.0,353379,Ireland2014,59634,Millenials
Ireland,2014,female,15-24 years,11.0,261032,Ireland2014,59634,Millenials
Ireland,2014,female,55-74 years,15.0,432815,Ireland2014,59634,Boomers
Ireland,2014,female,75+ years,2.0,141441,Ireland2014,59634,Silent
Ireland,2014,male,5-14 years,2.0,335330,Ireland2014,59634,Generation Z
Ireland,2014,female,5-14 years,0.0,318825,Ireland2014,59634,Generation Z
Israel,1985,male,75+ years,24.0,66600,Israel1985,7325,G.I. Generation
Israel,1985,male,55-74 years,48.0,249100,Israel1985,7325,G.I. Generation
Israel,1985,female,75+ years,10.0,75500,Israel1985,7325,G.I. Generation
Israel,1985,male,35-54 years,41.0,396400,Israel1985,7325,Silent
Israel,1985,female,55-74 years,28.0,290900,Israel1985,7325,G.I. Generation
Israel,1985,male,25-34 years,27.0,324000,Israel1985,7325,Boomers
Israel,1985,male,15-24 years,19.0,368300,Israel1985,7325,Generation X
Israel,1985,female,35-54 years,19.0,412800,Israel1985,7325,Silent
Israel,1985,female,25-34 years,11.0,324700,Israel1985,7325,Boomers
Israel,1985,female,15-24 years,7.0,346200,Israel1985,7325,Generation X
Israel,1985,female,5-14 years,0.0,437800,Israel1985,7325,Generation X
Israel,1985,male,5-14 years,0.0,461200,Israel1985,7325,Generation X
Israel,1986,male,75+ years,28.0,70300,Israel1986,8938,G.I. Generation
Israel,1986,male,55-74 years,56.0,248200,Israel1986,8938,G.I. Generation
Israel,1986,female,75+ years,14.0,79800,Israel1986,8938,G.I. Generation
Israel,1986,male,35-54 years,47.0,411300,Israel1986,8938,Silent
Israel,1986,female,55-74 years,32.0,291700,Israel1986,8938,G.I. Generation
Israel,1986,male,25-34 years,25.0,323600,Israel1986,8938,Boomers
Israel,1986,male,15-24 years,25.0,376700,Israel1986,8938,Generation X
Israel,1986,female,35-54 years,22.0,426900,Israel1986,8938,Silent
Israel,1986,female,15-24 years,16.0,354800,Israel1986,8938,Generation X
Israel,1986,female,25-34 years,12.0,324100,Israel1986,8938,Boomers
Israel,1986,male,5-14 years,1.0,464900,Israel1986,8938,Generation X
Israel,1986,female,5-14 years,0.0,441200,Israel1986,8938,Generation X
Israel,1987,male,75+ years,32.0,73000,Israel1987,10558,G.I. Generation
Israel,1987,male,55-74 years,57.0,248000,Israel1987,10558,G.I. Generation
Israel,1987,female,75+ years,18.0,83500,Israel1987,10558,G.I. Generation
Israel,1987,male,35-54 years,45.0,427100,Israel1987,10558,Silent
Israel,1987,male,25-34 years,33.0,323100,Israel1987,10558,Boomers
Israel,1987,female,55-74 years,24.0,293000,Israel1987,10558,G.I. Generation
Israel,1987,male,15-24 years,26.0,386400,Israel1987,10558,Generation X
Israel,1987,female,25-34 years,13.0,323100,Israel1987,10558,Boomers
Israel,1987,female,35-54 years,16.0,441800,Israel1987,10558,Silent
Israel,1987,female,15-24 years,7.0,364500,Israel1987,10558,Generation X
Israel,1987,female,5-14 years,0.0,445200,Israel1987,10558,Generation X
Israel,1987,male,5-14 years,0.0,469400,Israel1987,10558,Generation X
Israel,1988,male,75+ years,23.0,75200,Israel1988,12687,G.I. Generation
Israel,1988,male,55-74 years,51.0,248700,Israel1988,12687,G.I. Generation
Israel,1988,female,75+ years,14.0,88100,Israel1988,12687,G.I. Generation
Israel,1988,male,35-54 years,62.0,442600,Israel1988,12687,Silent
Israel,1988,male,25-34 years,41.0,323900,Israel1988,12687,Boomers
Israel,1988,female,55-74 years,30.0,293400,Israel1988,12687,G.I. Generation
Israel,1988,male,15-24 years,36.0,395700,Israel1988,12687,Generation X
Israel,1988,female,35-54 years,29.0,456800,Israel1988,12687,Silent
Israel,1988,female,25-34 years,8.0,322600,Israel1988,12687,Boomers
Israel,1988,female,15-24 years,8.0,374200,Israel1988,12687,Generation X
Israel,1988,male,5-14 years,1.0,475400,Israel1988,12687,Generation X
Israel,1988,female,5-14 years,0.0,450700,Israel1988,12687,Generation X
Israel,1989,male,75+ years,45.0,77500,Israel1989,12405,G.I. Generation
Israel,1989,male,55-74 years,71.0,249800,Israel1989,12405,G.I. Generation
Israel,1989,female,75+ years,25.0,92500,Israel1989,12405,G.I. Generation
Israel,1989,male,35-54 years,62.0,458000,Israel1989,12405,Silent
Israel,1989,male,25-34 years,43.0,326800,Israel1989,12405,Boomers
Israel,1989,female,55-74 years,33.0,293900,Israel1989,12405,G.I. Generation
Israel,1989,male,15-24 years,25.0,405300,Israel1989,12405,Generation X
Israel,1989,female,25-34 years,17.0,324000,Israel1989,12405,Boomers
Israel,1989,female,15-24 years,14.0,384600,Israel1989,12405,Generation X
Israel,1989,female,35-54 years,15.0,472000,Israel1989,12405,Silent
Israel,1989,male,5-14 years,2.0,481100,Israel1989,12405,Generation X
Israel,1989,female,5-14 years,1.0,455600,Israel1989,12405,Generation X
Israel,1990,male,75+ years,29.0,80000,Israel1990,14193,G.I. Generation
Israel,1990,male,55-74 years,52.0,256800,Israel1990,14193,G.I. Generation
Israel,1990,male,25-34 years,48.0,336200,Israel1990,14193,Boomers
